Clicked At,Replied At,Data Entered At,Attachment Opened At,Macro Enabled At,QR Code Scanned At,Opened At,Reported,Scheduled,Delivered At,Job Title,Division,Browser,Browser Version,Operating System,Email Template,Current PPP,Risk Score,Department,
,,,,,,,,5/15/24 17:18,5/15/24 17:18,Student,,,,,Withdrawal is available (Link),0,46.0773,en,Management
,,,,,,,,5/15/24 15:55,5/15/24 15:55,Student,,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Management
,,,,,,5/13/24 17:51,,5/13/24 17:46,5/13/24 17:46,Student,,,,,Instagram: Your video has been removed (Link),0.125,46.0773,en,Management
,,,,,,,,5/15/24 19:09,5/15/24 19:09,Student,,,,,Withdrawal is available (Link),0.125,46.0773,en,Management
,,,,,,,,5/15/24 17:49,5/15/24 17:49,Student,,,,,Amazon: Work for Amazon Remotely (Link),0.25,46.0773,en,Management
,,,,,,,,5/15/24 20:44,5/15/24 20:44,Student,,,,,X: You got paid! (PDF Attachment),0.25,46.0773,en,Management
5/14/24 16:21,,,,,,5/14/24 16:21,,5/14/24 16:20,5/14/24 16:20,Student,,Safari,17,ios,Countdown Timer: You've only got three minutes (Link),0.125,46.0773,en,Management
,,,,,,,,5/15/24 12:54,5/15/24 12:54,Student,,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Management
,,,,,,,,5/13/24 17:26,5/13/24 17:26,Student,,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Management
,,,,,,,,5/14/24 19:39,5/14/24 19:39,Student,,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Management
,,,,,,,,5/13/24 18:10,5/13/24 18:10,Student,,,,,Withdrawal is available (Link),0,46.0773,en,Management
,,,,,,,,5/15/24 15:22,5/15/24 15:22,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Management
,,,,,,,,5/14/24 14:35,5/14/24 14:35,Student,,,,,Zelle: We declined your last transaction (Link),0.25,46.0773,en,Management
,,,,,,,,5/14/24 13:28,5/14/24 13:28,Student,,,,,Steam: Malware Alert (Link),0.125,46.0773,en,Management
,,,,,,,,5/15/24 16:58,5/15/24 16:58,Student,,,,,My Retirement Investments Statement (Link),0,46.0773,en,Management
,,,,,,5/14/24 19:24,,5/14/24 12:10,5/14/24 12:10,Student,,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Management
,,,,,,,,5/14/24 15:13,5/14/24 15:13,Student,,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.125,46.0773,en,Management
,,,,,,,,5/15/24 12:10,5/15/24 12:10,Student,,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Management
,,,,,,,,5/15/24 17:13,5/15/24 17:13,Student,,,,,Countdown Timer: You've only got three minutes (Link),0,46.0773,en,Management
,,,,,,,,5/15/24 19:04,5/15/24 19:04,Student,,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0.125,46.0773,en,Management
,,,,,,,,5/14/24 19:27,5/14/24 19:27,Student,,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Management
,,,,,,,,5/14/24 17:32,5/14/24 17:32,Student,,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Management
,,,,,,,,5/13/24 19:43,5/13/24 19:44,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0.125,46.0773,en,Management
,,,,,,5/13/24 21:33,,5/13/24 20:28,5/13/24 20:28,Student,,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.5,46.0773,en,Management
,,,,,,5/13/24 19:45,,5/13/24 19:45,5/13/24 19:45,Student,,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0.125,46.0773,en,Management
,,,,,,,,5/14/24 14:45,5/14/24 14:45,Student,,,,,Facebook: Password Change (Link),0,46.0773,en,Management
,,,,,,,,5/14/24 13:11,5/14/24 13:11,Student,,,,,Zelle: We declined your last transaction (Link),0.5,46.0773,en,Management
,,,,,,,,2/14/24 21:06,2/14/24 21:06,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Thank you for your purchase! (Link),0,46.0773,en,Management Studies
,,,,,,,,2/14/24 19:17,2/14/24 19:17,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Management Studies
,,,,,,,,2/14/24 19:36,2/14/24 19:36,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Management Studies
,,,,,,,,2/13/24 20:23,2/13/24 20:23,Student,,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Management Studies
,,,,,,,,2/14/24 17:50,2/14/24 18:13,Student,,,,,Facebook: Password Change (Link),0,46.0773,en,Management Studies
,,,,,,,,2/13/24 18:01,2/13/24 18:01,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Management Studies
,,,,,,2/13/24 17:54,,2/13/24 17:27,2/13/24 17:43,Student,,,,,Countdown Timer: You've only got three minutes (Link),0,46.0773,en,Management Studies
,,,,,,,,2/15/24 14:56,2/15/24 14:56,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Management Studies
2/15/24 0:52,,,,,,2/15/24 0:52,,2/14/24 17:57,2/14/24 18:17,Student,,Safari,16,ios,Zelle: We declined your last transaction (Link),0.25,46.0773,en,Management Studies
,,,,,,,,2/15/24 20:30,2/15/24 20:30,Student,,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Management Studies
,,,,,,,,2/14/24 13:20,2/14/24 13:21,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Management Studies
,,,,,,,,3/15/24 12:27,3/15/24 12:27,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Management Studies
,,,,,,,,3/14/24 15:54,3/14/24 15:54,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Management Studies
,,,,,,,,3/15/24 18:55,3/15/24 18:55,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Management Studies
,,,,,,,,3/14/24 18:45,3/14/24 18:45,Student,,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Management Studies
,,,,,,,,3/15/24 13:01,3/15/24 13:01,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Management Studies
,,,,,,,,3/15/24 16:37,3/15/24 16:37,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Management Studies
,,,,,,,,3/13/24 17:27,3/13/24 17:27,Student,,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Management Studies
,,,,,,,,3/15/24 19:11,3/15/24 19:11,Student,,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0.25,46.0773,en,Management Studies
,,,,,,,,3/15/24 14:24,3/15/24 14:24,Student,,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Management Studies
,,,,,,,,3/14/24 14:52,3/14/24 14:52,Student,,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Management Studies
,,,,,,,,3/14/24 14:54,3/14/24 14:54,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Management Studies
,,,,,,,,3/15/24 16:27,3/15/24 16:27,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Management Studies
,,,,,,3/15/24 12:34,,3/15/24 12:34,3/15/24 12:34,Student,,,,,Facebook: Password Change (Link),0,46.0773,en,Management Studies
,,,,,,,,3/15/24 14:29,3/15/24 14:29,Student,,,,,Thank you for your purchase! (Link),0,46.0773,en,Management Studies
,,,,,,,,4/16/24 15:31,4/16/24 15:31,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Management Studies
,,,,,,,,4/15/24 19:16,4/15/24 19:16,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Management Studies
,,,,,,,,4/16/24 18:33,4/16/24 18:33,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Management Studies
,,,,,,,,4/15/24 12:59,4/15/24 12:59,Student,,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Management Studies
,,,,,,,,4/17/24 14:59,4/17/24 14:59,Student,,,,,Facebook: Password Change (Link),0,46.0773,en,Management Studies
,,,,,,,,4/17/24 12:08,4/17/24 12:08,Student,,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Management Studies
,,,,,,,,4/16/24 20:49,4/16/24 20:49,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Management Studies
,,,,,,4/17/24 19:55,,4/17/24 19:55,4/17/24 19:55,Student,,,,,X: You got paid! (PDF Attachment),0.25,46.0773,en,Management Studies
,,,,,,,,4/17/24 15:33,4/17/24 15:33,Student,,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Management Studies
,,,,,,4/17/24 14:55,4/17/24 14:58,4/17/24 14:09,4/17/24 14:09,Student,,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Management Studies
,,,,,,,,4/17/24 14:05,4/17/24 14:05,Student,,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Management Studies
,,,,,,,,4/15/24 16:37,4/15/24 16:37,Student,,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Management Studies
,,,,,,4/16/24 23:09,,4/16/24 19:51,4/16/24 19:51,Student,,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Management Studies
,,,,,,,,4/15/24 18:11,4/15/24 18:11,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Management Studies
,,,,,,,,5/15/24 17:24,5/15/24 17:24,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Steam: Malware Alert (Link),0,46.0773,en,Management Studies
,,,,,,,,5/13/24 17:42,5/13/24 17:42,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Management Studies
,,,,,,,,5/14/24 15:31,5/14/24 15:31,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Thank you for your purchase! (Link),0,46.0773,en,Management Studies
,,,,,,,,5/14/24 15:13,5/14/24 15:13,Student,,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Management Studies
,,,,,,,,5/15/24 16:37,5/15/24 16:37,Student,,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Management Studies
,,,,,,5/14/24 16:14,,5/13/24 19:09,5/13/24 19:09,Student,,,,,Withdrawal is available (Link),0,46.0773,en,Management Studies
,,,,,,5/13/24 18:37,,5/13/24 18:26,5/13/24 18:26,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Management Studies
,,,,,,,,5/14/24 15:27,5/14/24 15:27,Student,,,,,Thank you for your purchase! (Link),0,46.0773,en,Management Studies
,,,,,,5/15/24 16:48,,5/15/24 16:47,5/15/24 16:47,Student,,,,,Facebook: Your Horoscope is ready (Link),0.25,46.0773,en,Management Studies
,,,,,,,,5/14/24 17:33,5/14/24 17:33,Student,,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Management Studies
,,,,,,5/15/24 10:05,5/15/24 10:05,5/14/24 20:35,5/14/24 20:35,Student,,,,,Amazon: A thank you gift from Jeff Bezos (Link),0,46.0773,en,Management Studies
,,,,,,,,5/15/24 13:40,5/15/24 13:40,Student,,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,Management Studies
,,,,,,,,5/14/24 13:28,5/14/24 13:28,Student,,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Management Studies
,,,,,,,,5/14/24 19:55,5/14/24 19:55,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Management Studies
,,,,,,2/15/24 17:13,,2/15/24 17:07,2/15/24 17:07,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.173913,46.0773,en,Math & Computer Science
,,,,,,,,2/14/24 14:49,2/14/24 14:49,Student,,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.125,46.0773,en,Math & Computer Science
3/14/24 1:26,,,,,,3/14/24 1:26,,3/13/24 20:09,3/13/24 20:09,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,Safari,17,ios,Facebook: Password Change (Link),0.173913,46.0773,en,Math & Computer Science
,,,,,,,,3/14/24 20:19,3/14/24 20:19,Student,,,,,Withdrawal is available (Link),0.125,46.0773,en,Math & Computer Science
,,,,,,4/15/24 17:53,,4/15/24 17:53,4/15/24 17:53,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Instagram: Your video has been removed (Link),0.173913,46.0773,en,Math & Computer Science
,,,,,,,,4/15/24 16:11,4/15/24 16:12,Student,,,,,Amazon: Recent Amazon AWS Outage (Link),0.125,46.0773,en,Math & Computer Science
,,,,,,5/15/24 19:52,,5/15/24 19:50,5/15/24 19:50,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.173913,46.0773,en,Math & Computer Science
,,,,,,5/15/24 20:39,,5/15/24 13:57,5/15/24 13:58,Student,,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0.125,46.0773,en,Math & Computer Science
,,,,,,,,2/14/24 20:59,2/14/24 20:59,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Mathematics
,,,,,,,,2/13/24 21:18,2/13/24 21:19,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Mathematics
,,,,,,,,2/14/24 18:29,2/14/24 18:29,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.0434783,46.0773,en,Mathematics
,,,,,,2/14/24 20:10,2/14/24 20:10,2/14/24 19:54,2/14/24 19:54,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0.0434783,46.0773,en,Mathematics
,,,,,,,,2/13/24 18:55,2/13/24 18:55,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,X: You got paid! (PDF Attachment),0.0434783,46.0773,en,Mathematics
,,,,,,2/15/24 22:22,,2/15/24 21:46,2/15/24 21:46,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0.130435,46.0773,en,Mathematics
2/15/24 16:33,,,,,,2/15/24 16:33,,2/15/24 16:28,2/15/24 16:28,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,Safari,17,ios,Twitter: Confirm your email address (Link),0.26087,46.0773,en,Mathematics
2/15/24 19:40,,,,,,2/15/24 19:40,2/15/24 19:41,2/15/24 19:32,2/15/24 19:32,Student,,Chrome,121,android,Amazon: Work for Amazon Remotely (Link),0.25,46.0773,en,Mathematics
2/14/24 13:47,,,,,,2/14/24 13:47,,2/14/24 13:45,2/14/24 13:45,Student,,Chrome,121,android,X: You got paid! (PDF Attachment),0.125,46.0773,en,Mathematics
2/13/24 22:32,,,,,,2/13/24 22:31,,2/13/24 21:53,2/13/24 21:53,Student,,Chrome,121,android,Hello All Cat Lovers!!!!! (Link),0.5,46.0773,en,Mathematics
,,,,,,,,3/15/24 14:42,3/15/24 14:42,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Mathematics
,,,,,,,,3/15/24 13:43,3/15/24 13:43,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Facebook: Your Horoscope is ready (Link),0.0434783,46.0773,en,Mathematics
,,,,,,,,3/14/24 12:16,3/14/24 12:16,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Mathematics
,,,,,,,,3/14/24 14:04,3/14/24 14:04,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Terra: Let's go to the moon! (QR Code),0.0434783,46.0773,en,Mathematics
,,,,,,3/15/24 18:02,3/15/24 18:02,3/15/24 17:21,3/15/24 17:21,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.0434783,46.0773,en,Mathematics
,,,,,,3/13/24 18:45,,3/13/24 18:45,3/13/24 18:45,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: Work for Amazon Remotely (Link),0.130435,46.0773,en,Mathematics
,,,,,,3/15/24 14:05,,3/15/24 12:27,3/15/24 12:27,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Facebook: Your Horoscope is ready (Link),0.26087,46.0773,en,Mathematics
,,,,,,3/15/24 17:05,3/15/24 17:06,3/15/24 17:04,3/15/24 17:04,Student,,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0.25,46.0773,en,Mathematics
,,,,,,3/14/24 16:19,,3/14/24 16:12,3/14/24 16:12,Student,,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.125,46.0773,en,Mathematics
,,,,,,3/14/24 16:59,,3/14/24 16:35,3/14/24 16:35,Student,,,,,Hello All Cat Lovers!!!!! (Link),0.5,46.0773,en,Mathematics
,,,,,,,,4/16/24 12:29,4/16/24 12:29,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Mathematics
,,,,,,,,4/16/24 13:52,4/16/24 13:52,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Thank you for your purchase! (Link),0,46.0773,en,Mathematics
,,,,,,4/17/24 12:49,,4/17/24 12:48,4/17/24 12:48,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Zelle: We declined your last transaction (Link),0.0434783,46.0773,en,Mathematics
,,,,,,4/16/24 10:05,4/16/24 10:05,4/15/24 15:34,4/15/24 15:34,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Hello All Cat Lovers!!!!! (Link),0.0434783,46.0773,en,Mathematics
,,,,,,4/15/24 19:40,4/15/24 19:40,4/15/24 19:29,4/15/24 19:29,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Facebook: Password Change (Link),0.0434783,46.0773,en,Mathematics
,,,,,,4/16/24 13:58,,4/16/24 13:47,4/16/24 13:47,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.130435,46.0773,en,Mathematics
,,,,,,4/15/24 14:22,,4/15/24 14:21,4/15/24 14:21,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0.26087,46.0773,en,Mathematics
,,,,,,4/16/24 13:36,4/16/24 13:37,4/16/24 13:30,4/16/24 13:30,Student,,,,,Amazon: Recent Amazon AWS Outage (Link),0.25,46.0773,en,Mathematics
,,,,,,,,4/16/24 20:40,4/16/24 20:40,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0.125,46.0773,en,Mathematics
4/15/24 14:11,,,,,,4/15/24 14:11,,4/15/24 12:52,4/15/24 12:52,Student,,Chrome,123,android,Apples: You recently requested a password reset for your Apples ID (Link),0.5,46.0773,en,Mathematics
,,,,,,,,5/14/24 17:03,5/14/24 17:03,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Mathematics
,,,,,,5/14/24 19:05,,5/14/24 19:05,5/14/24 19:05,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Withdrawal is available (Link),0,46.0773,en,Mathematics
,,,,,,5/14/24 20:36,,5/14/24 20:36,5/14/24 20:36,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Hello All Cat Lovers!!!!! (Link),0.0434783,46.0773,en,Mathematics
,,,,,,5/14/24 19:20,5/14/24 19:20,5/14/24 19:18,5/14/24 19:18,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon Prime: Protect yourself from scammers (Link),0.0434783,46.0773,en,Mathematics
,,,,,,,,5/15/24 16:21,5/15/24 16:21,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,My Retirement Investments Statement (Link),0.0434783,46.0773,en,Mathematics
,,,,,,,,5/14/24 12:14,5/14/24 12:14,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: Recent Amazon AWS Outage (Link),0.130435,46.0773,en,Mathematics
,,,,,,,,5/14/24 13:53,5/14/24 13:53,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Amazon: Work for Amazon Remotely (Link),0.26087,46.0773,en,Mathematics
,,,,,,,,5/13/24 20:12,5/13/24 20:12,Student,,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0.25,46.0773,en,Mathematics
,,,,,,,,5/15/24 18:57,5/15/24 18:57,Student,,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.125,46.0773,en,Mathematics
,,,,,,,,5/14/24 12:28,5/14/24 12:28,Student,,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0.5,46.0773,en,Mathematics
,,,,,,,,2/14/24 19:16,2/14/24 19:16,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Mechanical Engineering
,,,,,,,,2/13/24 20:47,2/13/24 20:47,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.0434783,46.0773,en,Mechanical Engineering
,,,,,,2/15/24 14:06,,2/15/24 13:08,2/15/24 13:08,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,X: You got paid! (PDF Attachment),0.130435,46.0773,en,Mechanical Engineering
,,,,,,,,2/14/24 21:33,2/14/24 21:33,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Mechanical Engineering
,,,,,,2/14/24 17:46,,2/14/24 17:44,2/14/24 17:46,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.0434783,46.0773,en,Mechanical Engineering
,,,,,,2/14/24 23:46,,2/14/24 13:11,2/14/24 13:11,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Mechanical Engineering
,,,,,,,,2/15/24 21:06,2/15/24 21:06,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,My Retirement Investments Statement (Link),0.130435,46.0773,en,Mechanical Engineering
2/15/24 16:00,,,,,,2/15/24 16:06,,2/15/24 14:27,2/15/24 14:27,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,Chrome,121,windows,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.0869565,46.0773,en,Mechanical Engineering
,,,,,,,,2/15/24 17:31,2/15/24 17:31,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Withdrawal is available (Link),0,46.0773,en,Mechanical Engineering
,,,,,,2/15/24 19:33,,2/15/24 18:48,2/15/24 18:48,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Withdrawal is available (Link),0.130435,46.0773,en,Mechanical Engineering
,,,,,,2/18/24 19:57,,2/15/24 21:02,2/15/24 21:02,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0.0909091,46.0773,en,Mechanical Engineering
,,,,,,2/14/24 13:08,,2/13/24 21:36,2/13/24 21:36,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0.0434783,46.0773,en,Mechanical Engineering
,,,,,,,,2/14/24 18:46,2/14/24 18:46,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Zelle: We declined your last transaction (Link),0.0434783,46.0773,en,Mechanical Engineering
,,,,,,,,2/13/24 18:05,2/13/24 18:05,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0.130435,46.0773,en,Mechanical Engineering
,,,,,,2/15/24 17:38,,2/15/24 16:55,2/15/24 16:55,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Zelle: We declined your last transaction (Link),0.0434783,46.0773,en,Mechanical Engineering
,,,,,,,,2/13/24 19:34,2/13/24 19:34,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0.0434783,45.7,en,Mechanical Engineering
,,,,,,2/15/24 1:41,,2/14/24 16:02,2/14/24 16:12,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Twitter: Confirm your email address (Link),0.0434783,46.0773,en,Mechanical Engineering
,,,,,,,,2/14/24 17:35,2/14/24 17:35,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Zelle: We declined your last transaction (Link),0.0434783,46.0773,en,Mechanical Engineering
,,,,,,,,2/13/24 20:19,2/13/24 20:20,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Facebook: Your Horoscope is ready (Link),0.0869565,46.0773,en,Mechanical Engineering
,,,,,,,,2/15/24 14:48,2/15/24 14:48,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,My Retirement Investments Statement (Link),0.130435,46.0773,en,Mechanical Engineering
,,,,,,2/16/24 13:01,,2/15/24 21:01,2/15/24 21:01,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Terra: Let's go to the moon! (QR Code),0.0434783,46.0773,en,Mechanical Engineering
,,,,,,2/15/24 16:15,,2/15/24 16:14,2/15/24 16:14,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Apples: You recently requested a password reset for your Apples ID (Link),0.0869565,45.7,en,Mechanical Engineering
,,,,,,,,2/14/24 13:42,2/14/24 13:42,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0.0869565,45.7,en,Mechanical Engineering
,,,,,,,,2/14/24 13:41,2/14/24 13:41,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Mechanical Engineering
